,text,sentic_polarity,vader_sentiments,textblob_subjectivity,textblob_polarity,textblob_analysis
4988,pros living canada compared india click know lifeincanada lifeaftercanada jobsincanada migratetocanada immigration sernexuss,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
4989,conisdering acquiring legal status costa rica costa rica immigration amp moving experts immigration legal costaricatraveler costarica puravidalifestyle,POSITIVE,POSITIVE,0.2,0.2,POSITIVE
4990,immigration political choice certainty multiand cit feedly good discussion,POSITIVE,POSITIVE,0.35000000000000003,0.35,POSITIVE
4991,1 6 years contestalert quiz yaxisquiz win immigration visa prvisa yaxis indianmigrants migration migrateabroad overseascareer visa prvisa usa tag,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
4992,according 2020 1 7 immigrant families reported one members refused govt benefit medicaid chip snap housing assistance avoid negative impact immigration process publichealth,POSITIVE,NEGATIVE,0.4,-0.3,NEGATIVE
4993,legally get greencard family employment check options hope get job u september 2022 immigration,POSITIVE,POSITIVE,0.2,0.2,POSITIVE
4994,canada startup visa free assessment call us 0301 828 3336 success fees visit website startupvisa getpr freestartupvisa canada visatrack immigration businessidea nosuccessnofee businessman entrepreneurs,POSITIVE,POSITIVE,0.4,0.35,POSITIVE
4995,immigrants avoid applying federal aid fearing trump era rule still effect public charge rule still causes fear among immigrants even though trump era restrictions longer apply via immigration,POSITIVE,NEGATIVE,0.06666666666666667,0.0,NEUTRAL
4996,worried work permit extention worry assisst info contact us today visa visaplus canadaimmigration canada immigration canadavisa expressentry canadapr studyincanada visa,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
4997,refreshing honest spin op ed immigration worth 5 min read time try something else opinion abject biden failure immigration prompt real rethink washington post,POSITIVE,POSITIVE,0.5199999999999999,0.2566666666666667,POSITIVE
4998,latest legal content curated lawmarketer blawg immigration immigrationnews,POSITIVE,POSITIVE,0.55,0.35,POSITIVE
4999,start promising career canada know experts dm us call us 971 56 416 9277 visit website canada canadapr canadavisa canadajobs immigration migration visa visaconsultants apexvisas,POSITIVE,POSITIVE,0.5,0.2,POSITIVE
5000,start promising career canada know experts dm us call us 91 80558 04150 visit website canada canadapr canadavisa canadajobs immigration migration visa visaconsultants apexvisas,POSITIVE,POSITIVE,0.5,0.2,POSITIVE
5001,cannot change future change habits surely habits change future immivoyage studyvisa visaexpert visaservices consultant visa immigration studentvisa studyincanada ukjobs,POSITIVE,POSITIVE,0.3796296296296296,0.16666666666666666,POSITIVE
5002,deal invaders civil war later immigration refugeeswelcome africanization,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5003,update familia according officials administration plan set motion end pandemic era emergency rule known title42 late may 2022 details immigration,POSITIVE,NEGATIVE,0.6,-0.3,NEGATIVE
5004,immigration matters episode 5 growing american immigrant emil giordano podcast skilledimmigrants,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5005,admissions open fall 2022 intake miss chance get scholarship 20000 book seat contact us information scholarship intake studyincanada canada immigration studyvisa studentvisa twitter edulandimmigration,POSITIVE,POSITIVE,0.5,0.0,NEUTRAL
5006,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad overseascareers,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5007,consider open immigration 30 day policy multi citizenship acceptance seems like americans want move usa amp live within nato countries truly unified happen eu en balance,POSITIVE,POSITIVE,0.5,0.06818181818181818,POSITIVE
5008,3 nominated films caught eye year focus immigration flee encanto luca immigration oscars oscarnoms oscarwinners animation animatedfilm documentary disney fleemovie film filmfestival immfilmfest2022 immigrationfilmfestival,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5009,immigrate canada spouse immigration spousevisa canada sernexuss,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5010,express entry draw held march 30 canada invited 919 pnp candidates apply permanent residence whatsapp contact canapprove canada immigration canadavisa expressentry canadapr visa immigrationconsultant,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5011,thank taking time research write important news story asylumseekers migrants immigration icedetention,POSITIVE,POSITIVE,1.0,0.4,POSITIVE
5012,anyone looking advice ukranian crisis see details event attending partnership ukraine crisis immigration advice,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5013,title42 truly never covid19 immigration always tricky subject ending trump era border policy seems like good thing truth told many immigrants huge role growing reshaping country economy,POSITIVE,POSITIVE,0.5833333333333334,0.35833333333333334,POSITIVE
5014,chaos border surge expected biden set soften deportation rules biden border deportation immigration security,POSITIVE,NEGATIVE,0.4,-0.1,NEGATIVE
5015,number canadians fleeing country last year reached near 50 year high canada trudeauworstpmever trudeautyranny trudeaunationaldisgrace trudeaumustgo trudeaudictatorship immigration,POSITIVE,POSITIVE,0.33555555555555555,0.08666666666666667,POSITIVE
5016,alberta invited 350 international immigrants apply permanent residency canada march 22 2022 three hundred fifty immigrants score 318 crs comprehensive ranking system information call us 91 9871383058 immigration prvisa,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5017,looking student visa extension worry right place visa experts help extend student visa australia check detailed blog australiavisa studentvisa studentvisaextension immigration,POSITIVE,POSITIVE,0.6428571428571428,0.34285714285714286,POSITIVE
5018,high time fire immigration committee called champion immigration reform honest intension zero bill passed,POSITIVE,POSITIVE,0.72,0.38,POSITIVE
5019,1 6 years contestalert quiz yaxisquiz win immigration yaxis indianmigrants migration migrateabroad overseascareer visa prvisa usa tagging 34,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5020,congrats urvish canada studentvisa visa approval even 3 refusals ielts 7 bands ms 4 years studygap 9 backlogs study cambriancollege mseducationconsultant studyabroad immigration studyincanada studyinusa cambrian,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5021,bc pnp draw march 29 2022 bc pnp invite people registration pool submit application program invitations apply itas based information provided registrations read immigration pnpprogram,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5022,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad confident,POSITIVE,POSITIVE,0.6166666666666667,0.65,POSITIVE
5023,see new forbes article using immigration measures deal russia ukrainian refugee problem biden olafscholz poland war usa congress parliament,POSITIVE,NEGATIVE,0.45454545454545453,0.13636363636363635,POSITIVE
5024,government canada revels spousal sponsorship bounced back standard service pandemic delayed ircc operations information call us 91 9871383058 immigration prvisa visanews canadapr canadapnp ircc,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5025,border state democrats beg biden consider dangerous impact illegal immigration communities,POSITIVE,NEGATIVE,0.7,-0.55,NEGATIVE
5026,1 6 years contestalert quiz yaxisquiz win immigration yaxis indianmigrants migration migrateabroad overseascareer visa prvisa usa join parmar17 88,POSITIVE,POSITIVE,0.4,0.8,POSITIVE
5027,get canadian citizenship parent canadian full article canadanews immigration immigrationnews cdnimm narcitycanada blogto dailyhive ctv cbc parent citizenship canadian canada toronto vancouver cisnews,POSITIVE,NEUTRAL,0.55,0.35,POSITIVE
5028,yami immigration amp education make dreams reality congratulations amazing student securing 62 score contact details 91 99099 25252 admin edu com yami yamiimmigration immigration visaapproval studyvisa,POSITIVE,POSITIVE,0.9,0.6000000000000001,POSITIVE
5029,send staff canada intra company transfers full article canadanews immigration immigrationnews cdnimm narcitycanada dailyhive curiocitycanada ctv cbc send staff employer canada toronto vancouver cisnews,POSITIVE,NEUTRAL,0.55,0.35,POSITIVE
5030,1 6 years contestalert quiz yaxisquiz win immigration prvisa yaxis indianmigrants migration migrateabroad overseascareer bharati 34,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5031,queen university suspend mandatory vaccination masking measures full article canadanews immigration immigrationnews dailyhive curiocitycanada ctv university queensuniversity vaccination canada toronto vancouver cisnews,POSITIVE,NEGATIVE,0.55,0.35,POSITIVE
5032,ap sources asylum limits border expected end may 23 daca immigration immigrationreform joebiden elsalvador mexico venezuela guatemala asylum tps visas citizenship gop migrants ice borderpatrol,NEGATIVE,NEUTRAL,0.4,-0.1,NEGATIVE
5033,reminder forgotten immigration covidpfizerreactions pfizerdocumentreleasebombshell sackingpeopleforwantingnaturalimmunity pissingourtaxmoneyupthewalloncovidandmoneytononbritishcauses sort electorate,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5034,changes employer right work checks come effect 6th april 22 give staff refresher training amp ensure conducting right work checks familiar new april requirements righttowork hr immigration,POSITIVE,POSITIVE,0.5064935064935064,0.27069805194805197,POSITIVE
5035,march 22 2022 alberta invited 350 international immigrants apply permanent residency canada three hundred fifty immigrants score 318 crs comprehensive ranking system information call us 91 7303872762 immigration prvisa,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5036,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad overseascareers tags pinky777,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5037,new volunteer opportunity charity join immigration team help admin research case management read apply,POSITIVE,POSITIVE,0.45454545454545453,0.13636363636363635,POSITIVE
5038,reference amounts required crossing external border updated spain information schengen residencepermit visapolicy immigration,NEGATIVE,NEUTRAL,0.1,0.0,NEUTRAL
5039,u immigration agency moves cut 9 5 million case backlog speed processing immigration immigrationreform,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
5040,predict help wanted signs restaurant windows going away immigration biden administration plans end use trump era pandemic border policy,NEGATIVE,POSITIVE,0.0,0.0,NEUTRAL
5041,express entry canada invites 919 pnp candidates apply canada immigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5042,1 6 years contestalert quiz yaxisquiz win immigration visa prvisa yaxis indianmigrants migration migrateabroad overseascareer visa prvisa usa tag 89 01,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5043,kill us immigration internationalstudent migrantstudentunited pgwpextension cecdraws,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
5044,may allowed apply francophone mobility program already canada spouse may also qualify open work permit learn canadianimmigration immigrationlawyer immigrationlawyertoronto immigration,POSITIVE,NEUTRAL,0.5,0.0,NEUTRAL
5045,practices reliant staff outside uk assess new immigration requirements impact march legal column raj bhambra discusses new updates right work checks recruitment requirements,POSITIVE,POSITIVE,0.33896103896103896,0.1516883116883117,POSITIVE
5046,us embassy kick starts interview waiver program certain visa renewals read information visa applications amp immigration pathways usa contact sk call 0803 418 8219,POSITIVE,POSITIVE,0.5714285714285714,0.21428571428571427,POSITIVE
5047,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad overseascareers join g attack7 86 srikanth70,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5048,achie rishi might actually working behalf dinghyinvaders like quite government seem judged failure stopped immigration debacle two years ago,NEGATIVE,NEGATIVE,0.2,-0.15833333333333335,NEGATIVE
5049,express entry canada invites 919 pnp candidates apply visit us call us 91 8285552527 immigration visa canada canadaimmigration canadanews pnp canadatouristvisa prvisa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5050,latest expressentrydraw 219 held held march 30th 2022 919 immigrants received ita nominated canadian provinces part provincialnomineeprogram follow us information canadaimmigration canada immigration canadavisa,POSITIVE,NEUTRAL,0.9,0.5,POSITIVE
5051,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad overseascareers join,POSITIVE,POSITIVE,0.4,0.8,POSITIVE
5052,latest oinp draw sent 618 invites 3 streams pr get geniune guidance call us 1 437 343 9000 immigrationcanada immigrationnews immigrationconsultant immigration unbeatable fast canadaimmigration canadaworkpermit workincanada movetocanada workpermit,POSITIVE,NEUTRAL,0.75,0.35,POSITIVE
5053,immigration important ageing amp decline working age populations taxpayers support retirees amp pensioners basic maths vs eugenics based zpg prism oecd chart working age population total population annual 1970 2020,POSITIVE,POSITIVE,0.625,0.13333333333333333,POSITIVE
5054,stuck express entry ways try 1 get lmia within 6 8 months 2 get job offer provincial nominee program contact us abu dhabi 971 581 992 545 dubai 971 581 181 827 canada visa pr immigration canadavisa,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5055,recruiting recruiting immigration advisor family reunion project initially focused ukraine crisis please share apply interested recruitment immigration ukraine,POSITIVE,POSITIVE,0.25,0.125,POSITIVE
5056,investor route closed sole representative visa route business expand uk set uk business sponsor business owner skilled worker find gt gt immigration scaleup businessowner,POSITIVE,POSITIVE,0.2833333333333333,0.13333333333333333,POSITIVE
5057,hong kong experiencing huge plummet schools debentures mean city education immigration relocation,NEGATIVE,POSITIVE,0.79375,0.04375000000000004,POSITIVE
5058,us embassy kick starts interview waiver program certain visa renewals read information visa applications amp immigration pathways usa please contact sk call 0803 418 8219,POSITIVE,POSITIVE,0.5714285714285714,0.21428571428571427,POSITIVE
5059,extensive natural open space tropical forests excellent food quality humorous tone make country unique visa news immigration,POSITIVE,POSITIVE,0.7055555555555556,0.32916666666666666,POSITIVE
5060,innovation realm global employment opens doors opportunities skilled human resources transforms global assets humanresources opportunities innovation future employment jobs humancapital immigration globalrecruitment globalcareer,POSITIVE,POSITIVE,0.145,0.1,POSITIVE
5061,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad overseascareers join 1 ajit,POSITIVE,POSITIVE,0.4,0.8,POSITIVE
5062,visalaw expert team canadian immigrationlawyers spare strategy come customized immigration plans suiting individual requirements happyclients immigrationlaws visalawexpert immigrationcognizance immigrationexpertadvice,POSITIVE,NEUTRAL,0.4,0.0,NEUTRAL
5063,canada express entry draw immigrationcanada immigratetocanada studypermit studyincanada workpermit businessinvestment expressentry2022 immigrationconsultant immigration abroad visaservices overseas education learning knowledge students internationalstudents,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5064,looks like 2029 thing true politicians gooders lord sandwichnom bass invasion illegals immigration,POSITIVE,POSITIVE,0.575,0.09999999999999998,POSITIVE
5065,ted get much soft crime way amp gop peers coddled tfg violated everything emolumentsclause day 1 international immigration agreements attempted coup played along thebiglie,NEGATIVE,NEGATIVE,0.175,0.05,POSITIVE
5066,good remember uk look taking syrian refugees immigration,POSITIVE,POSITIVE,0.6000000000000001,0.7,POSITIVE
5067,check complete details latest draw next draw prediction express entry draw pathway get canada pr visa click link details expressentry canada canadaexpressentrydraw immigration visa,POSITIVE,NEUTRAL,0.43333333333333335,0.19999999999999998,POSITIVE
5068,delays always frustrating anymore news canada brings ircc gets back action 12 months processing standards spousal sponsorship inland outlander applications immigration archadiusglobal spousevisa immigrationlawyer,POSITIVE,NEGATIVE,0.3333333333333333,-0.10000000000000002,NEGATIVE
5069,express entry canada invites 919 pnp candidates apply immigration visa immigrants achintyaimmigration requirements canadaspousevisa settleoverseas immigration canada workvisas prvisas conscription immigrantsgettheworkdone immigrantsareessential,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5070,secure family future investing immigrating canada book appointment visit call us cavalry office 03041111553 dha office 042 37183645 6 study visa 03000882212 ielts 03000882252 highbrow immigration,POSITIVE,POSITIVE,0.3625,0.2,POSITIVE
5071,1 6 years contestalert quiz yaxisquiz win immigration visa prvisa yaxis indianmigrants migration migrateabroad overseascareer visa prvisa usa,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5072,interested working settling usa miss opportunity know details usa immigration caps acpp amp dunn law firm jointly present webinar immigration options usa join us april 22 4pm est,POSITIVE,POSITIVE,0.3,0.016666666666666663,POSITIVE
5073,nstnation immigration department director general datuk seri khairul dzaimee daud said included health protocols outlined health ministry including downloading mysejahtera application singapore covid19 border immigration,POSITIVE,NEUTRAL,0.5,0.05000000000000002,POSITIVE
5074,canada express entry draw 129 pnp canada invited 919 expressentry candidates pnp apply canadian immigration march 30 2022 read canadaimmigration canadapnp immigrationcanada canada canadavisa canadaprvisa,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5075,express entry canada invites 1 047 new pnp draw canadian news update live today apply jobs opportunity work life love money shared thoughtoftheday thursdayvibes instagram instagramdown twitter insta immigration consultant visa passport amc,POSITIVE,POSITIVE,0.5181818181818182,0.25757575757575757,POSITIVE
5076,start new journey abroad professional experts worried future work harder think yesterday contact us immigration work workpermit prvisa ukvisa germanyvisa canadaprvisas visa abroad skilledvisa jobseek,POSITIVE,NEGATIVE,0.16988636363636364,0.03409090909090909,POSITIVE
5077,settling abroad foreign travel career immigration,POSITIVE,NEUTRAL,0.125,-0.125,NEGATIVE
5078,canada invited 919 pnp candidates latest express entry draw read canada prvisa cicnews pnpdraw immigration expressentry provinceimmigration canadaimmigration canadaimmigrationservices consultants canadaimmigrationnews,POSITIVE,NEUTRAL,0.9,0.5,POSITIVE
5079,updates related family class program free contact us immigrationcanada immigratetocanada studypermit studyincanada workpermit businessinvestment expressentry2022 immigrationconsultant immigration abroad visaservices overseas education lima,POSITIVE,POSITIVE,0.6000000000000001,0.2,POSITIVE
5080,good biden agreed take refugees number asylum seekers war ukraine russia belarus kazakhstan going enormous immigration putinswar ukraine belarus russia uscis kyiv,POSITIVE,POSITIVE,0.75,0.35,POSITIVE
5081,wonderful career canada globalstudyvisa call whatsapp us details 91 7347295156 email globalstudyvisa com website gsv studyvisa studyabroad canada studentvisa visa ielts immigration studyincanada,POSITIVE,POSITIVE,1.0,1.0,POSITIVE
5082,unpacking australian federal budget 2022 2023 immigration package immigration specialist julia qian brown immigration australia expats,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5083,march 30 2022 ontario invited total 618 express entry candidates apply pnp visit canadapr visaconsultant ircc immigration iccrcmember ahmedabad pr canadaimmigration migratetocanada pnp canadaexpressentry immigratetocanada,POSITIVE,NEUTRAL,0.75,0.0,NEUTRAL
5084,talk counsellors ojas immigration clarify queries studyvisa immigration usa canada uk australia nz singapore ojasimmigration,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5085,uscis announces new actions reduce backlogs expand premium processing provide relief work permit holders itservealliance uscis immigration,POSITIVE,POSITIVE,0.45454545454545453,0.13636363636363635,POSITIVE
5086,george w bush meets illegal aliens promote amnesty snubbing angel families georgebush hypocrites illegalimmigration immigration politics,POSITIVE,NEGATIVE,0.5,-0.5,NEGATIVE
5087,portugal one world globalised amp peaceful nations let explore opportunities contact details 91 9315179419 fill quick google form reach portugal goldenvisa visa immigration canada studyabroad,POSITIVE,POSITIVE,0.5,0.29166666666666663,POSITIVE
5088,register online contact us info com ajmeralawgroup prashantajmera immigrationconsultant immigration residencyandcitizenship dubai theparkhyatt,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5089,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad overseascareers join bindra,POSITIVE,POSITIVE,0.4,0.8,POSITIVE
5090,purpose educational credential assessment eca substantiate possession foreign degree diploma certificate legitimate equivalent one canada offers students immigration eca yaxis canada pnp,POSITIVE,NEUTRAL,0.125,0.075,POSITIVE
5091,republicans usa set warn wednesday immigration become humanitarian disaster homeland security officials braced dramatic increases already record breaking numbers midterms2022 border,NEGATIVE,NEGATIVE,0.6,-0.4333333333333333,NEGATIVE
5092,canada held express entry pnp draw 30 march 2022 invited total 919 candidates apply permanent residence visit canadapr visaconsultant ircc immigration iccrcmember ahmedabad pr canadaimmigration,POSITIVE,NEUTRAL,0.75,0.0,NEUTRAL
5093,british columbia conducted draw via pnp program 29 march 2022 visit canadapr visaconsultant ircc immigration iccrcmember ahmedabad pr canadaimmigration migratetocanada pnp canadaexpressentry immigratetocanada toronto,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5094,dream comes true applying student visa subclass500 best option sydney immigration agent best migration agent sydney help get visa excellent opportunities contact us 02 8678 5756 immigration,POSITIVE,POSITIVE,0.5625,0.8375,POSITIVE
5095,immigration minister sean fraser declared canada 12 month application processing january 2022 information call us 91 7303872762 email us info immigration candapr caandapnp visanews genique visaconsultants ircc pnp,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5096,human illegal period immigration immigrationmatters,NEGATIVE,NEGATIVE,0.3,-0.25,NEGATIVE
5097,also opposes mandatoryeverify control unlawful immigration tool cheaplaborlobby,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5098,quebec invited 506 apply permanent selection quebec regular skilled worker program visit website visit blogs quebec quebecinvites506 arrima immigration vovisas vovisasimmigration,POSITIVE,NEUTRAL,0.28846153846153844,0.25,POSITIVE
5099,updates related spousal sponsorship canada class contact us right today immigrationcanada immigratetocanada studypermit studyincanada workpermit businessinvestment expressentry2022 immigrationconsultant immigration abroad visaservices overseas lima,POSITIVE,NEUTRAL,0.46785714285714286,0.14285714285714285,POSITIVE
5100,1 6 years contestalert quiz yaxisquiz win immigration visa prvisa yaxis indianmigrants migration migrateabroad overseascareer visa join manjotra,POSITIVE,POSITIVE,0.4,0.8,POSITIVE
5101,alabama senate candidate katie britt releases immigration platform pledging put american workers first alabama senate candidate katie britt releases immigration platform pledging put american workers first,POSITIVE,NEUTRAL,0.16666666666666666,0.125,POSITIVE
5102,biden administration allowing us border flooded millions illegal migrants inflation housing shortages homelessness u cost bigly redwave2022 impeachbiden immigration,NEGATIVE,NEGATIVE,0.3,-0.25,NEGATIVE
5103,gt gt example illegal immigration media call helping fugitives mostly lie importing cheap labour lowering minimum wages amp causing chaos economical wars vassals profit divede amp rule,POSITIVE,NEGATIVE,0.65,0.175,POSITIVE
5104,comment yes canada dream destination canada cdnpoli canadareads2022 immigration study diary studytwt academictwitter blackpink academics trending education edutwitter global survivor canmnt studygroup abroads,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5105,important biden administration plans lift title 42 public health order imposed trump restricts immigration u land borders hundreds thousands asylum seekers turned away pandemic era public health rule,POSITIVE,NEGATIVE,0.37777777777777777,0.13333333333333333,POSITIVE
5106,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad overseascareers join friend 1 2 3 4 5,POSITIVE,POSITIVE,0.4,0.8,POSITIVE
5107,completed post graduation number opportunities work settle canada complete post graduation study program visit canadaimmigration canada immigration canadavisa studyincanada canadapr,POSITIVE,POSITIVE,0.4,0.1,POSITIVE
5108,march 18 2022 uscis issued policy update spouses e l nonimmigrants uscis plans verify employment authorization may useful learn immatty immigration immigrationresults,POSITIVE,POSITIVE,0.0,0.3,POSITIVE
5109,hiring first ever director impact capacity building role would serve institutional leader thought partner leadership team jobs immigration africanimmigrants,POSITIVE,NEUTRAL,0.3333333333333333,0.25,POSITIVE
5110,looking give boost education canada help get admission canadian university college completely stress free get personalized support every step way call kytero immigrationtoday information canadaimmigration canada immigration,POSITIVE,POSITIVE,0.6000000000000001,0.25,POSITIVE
5111,jdp see future son undergrad preparing mentally open canada country stay amp education weitage towards citizenship unlike usa country birth criteria skill based immigration,POSITIVE,NEUTRAL,0.3125,0.0,NEUTRAL
5112,visacrunch canada welcomed record number immigrants january read canada covid19 immigration immigrationlevelsplan ircc justintrudeau labourforce statisticscanada labourimpact pnp provincialnomineeprogram seanfraser,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5113,open southern border new people people already still homeless homeless immigration,POSITIVE,NEUTRAL,0.3181818181818182,0.04545454545454545,POSITIVE
5114,heads reflective boy everywhere also shortlisted panda book award china diving book soon voting next spring good luck congratulations pandabookawards refugees immigration syria,POSITIVE,POSITIVE,0.30000000000000004,0.35,POSITIVE
5115,denmark danish government lifted covid related entry requirements traveling denmark learn immigration globalmobility hr,POSITIVE,NEUTRAL,0.4,0.0,NEUTRAL
5116,today began social studies unit multiculturalism immigration exploring means canadian students started designing puzzle piece based heritage connected put map canada,POSITIVE,NEUTRAL,0.06666666666666667,0.03333333333333333,POSITIVE
5117,immigration united states unethical using unethical lieu illegal bc jumping legal loopholes bad jumping fence bidenbordercrisis endbirthrightcitizenship,NEGATIVE,NEGATIVE,0.45555555555555555,-0.33333333333333326,NEGATIVE
5118,1 6 years contestalert quiz yaxisquiz win immigration visa prvisa yaxis indianmigrants migration migrateabroad overseascareer visa prvisa usa vallecha,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5119,1 000 undocumented immigrants apprehended daily immigration immigrationmatters,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
5120,multigenerational aapi household value family members different ages one roof caregiving goes ways son chinese language skills soared grandmother say good beautiful english immigration diaspora fun,POSITIVE,POSITIVE,0.4000000000000001,0.3083333333333333,POSITIVE
5121,u chored refme moovit visa visayab immigration news,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
5122,1 6 years contestalert quiz yaxisquiz win immigration visa yaxis indianmigrants migration migrateabroad tagging pinky777,NEGATIVE,POSITIVE,0.4,0.8,POSITIVE
5123,haiku pacific waves lapping blue shore alone haiku poetry micropoetry poem immigration loneliness,POSITIVE,NEGATIVE,0.1,0.0,NEUTRAL
5124,get complete guidance experts start making immigration successfully connect kang immigration immigrationcanada immigratetocanada studypermit studyincanada workpermit businessinvestment expressentry2022 immigrationconsultant immigration,POSITIVE,POSITIVE,0.675,0.425,POSITIVE
5125,one timer send follow emails youre time scheduled appointment immigration casemanagement lawfirms immigrationattorneys software immicompliance,POSITIVE,NEUTRAL,0.0,0.0,NEUTRAL
5126,join us virtually canadian immigration summit 2022 may 24 26th explore make canada immigration system innovative resilient responsive complex challenges amp unique opportunities learn cdnimm,POSITIVE,POSITIVE,0.7999999999999999,0.19166666666666665,POSITIVE
5127,eoir goes show money buy efficiency shame inefficiency immigration uscis gcbacklog,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5128,pleased service dedication provided eli team stenio araujo migrationagent australianvisa graduatevisa studentvisa migratetoaustralia liveinaustralia immigration immigrationconsultant australianimmigration evisaservices tourist,POSITIVE,POSITIVE,1.0,0.5,POSITIVE
5129,eric zemmour pledged create ministry remigration fast track eviction illegal immigrants also promised make million foreigners leave france within five years talks algeria morocco tunisia immigration,POSITIVE,NEGATIVE,0.55,-0.15,NEGATIVE
5130,uscis announces new measures reduce immigration backlog visa law,POSITIVE,NEUTRAL,0.45454545454545453,0.13636363636363635,POSITIVE
5131,newsletter ultimate italy full topnotch information living working italy sign today receive cheat sheet 10 must knows moving italy italy immigration,POSITIVE,NEGATIVE,0.775,0.175,POSITIVE
5132,canada replaces united states top choice foreign talent asked would move work immigration cdnpoli via,POSITIVE,POSITIVE,0.3125,0.1875,POSITIVE
5133,court says ice detain immigrants based poverty immigration court california,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
5134,card protect immigration police question card tell immigration police exercising constitutional rights immigrantrights immigrantrightsmatter standwithimmigrants immigrantrightsadvocates,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5135,think sweet woukd dinner husband wheresmymate reuniteus raishell cr1visas immigration nigerianspouse,POSITIVE,POSITIVE,0.65,0.35,POSITIVE
5136,hong kong immigration canada resurgence check canada world immigration hongkong,NEGATIVE,NEUTRAL,0.0,0.0,NEUTRAL
5137,u officially border know government deliberately lost count control title42 immigration,POSITIVE,NEGATIVE,0.0,0.0,NEUTRAL
5138,humbled named 17th consecutive year partner lauren anselowitz shares honor 7th time immigration advocacy never stops,POSITIVE,POSITIVE,0.0,0.0,NEUTRAL
5139,unitedstates uscis proposed new version form 9 aiming streamline verification employment eligibility read immigration globalmobility hr,POSITIVE,NEUTRAL,0.45454545454545453,0.13636363636363635,POSITIVE
5140,chaos law 30 000 guatemalans waiting southern border 3 4 million set come us year 100 000 ukrainian refugees war given asylum ukrainian refugees priority madness refugees impeachbiden immigration,NEGATIVE,NEGATIVE,0.0,0.0,NEUTRAL
5141,delighted host minister home affairs dinner last night wide ranging discussion nationalsecurity immigration cyber director sir jeremy fleming joined us amp shared unique insights,POSITIVE,POSITIVE,0.5416666666666666,0.24375,POSITIVE
5142,pleased announce cocktail sponsor eb 5 amp global immigration expo miami april 7 8 register industry wide person gathering today uglobal citizenshipbyinvestment eb5 global immigration expo,POSITIVE,POSITIVE,0.35,0.1,POSITIVE
